,player,rating,nr_games,avg_points,c
0,"MCTS[MCTS[name=best_static, uct_c=0.25, n_sims=100, selection_fn=puct_value]",1448.8484489689326,5000,-0.2426,0.25
1,ConfigurationMCTS[uct_c=-1],1551.1513263042095,5000,0.2426,
